sku,nombre_contifico,producto_madre_detectado,categoria_odoo_detectada,talla_detectada,manga_detectada,ancho_corbata_detectado,marca_detectada,color_detectado,barcode,precio,costo,stock_bpu,stock_tur,stock_bat,stock_total_contifico,estado,confidence,parser_rule
CUWF2102-LB-B/S,H. CAMISA P/H M/C 100% LINO LICHEN BLUE,,,,,,,Azul,7448332082012,80.78,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWF2101-BW-B/XL,H. CAMISA M/C CUBAVERA BRIGHT WHITE,,,,,,,Blanco,7448336287260,88.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWF2101-BW-B/L,H. CAMISA M/C CUBAVERA BRIGHT WHITE,,,,,,,Blanco,7448343410408,88.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWF2101-BW-B/M,H. CAMISA M/C CUBAVERA BRIGHT WHITE,,,,,,,Blanco,7448332729757,88.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWF2102-BW-B/M,H. CAMISA P/H M/C 100% LINO BRIGHT WHITE,,,,,,,Blanco,7448331474436,80.78,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWF2102-BW-B/XL,H. CAMISA P/H M/C 100% LINO BRIGHT WHITE,,,,,,,Blanco,7448336582587,80.78,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWF2102-LB-B/M,H. CAMISA P/H M/C 100% LINO LICHEN BLUE,,,,,,,Azul,7448337121105,80.78,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUKSD041-494/L,H. POLO P/HOMBRE M/C CRYSTAL BLUE CUBAVERA,H. POLO P/HOMBRE M/C CRYSTAL BLUE CUBAVERA,Ropa / Hombres / Camisetas,L,,,,Azul,713610170390,56.43,0.00,3.00,0.00,0.00,3.00,ok,0.95,generic
CUWF2112-BW-B/L,H. CAMISA P/HOMBRE M/C BRIGHT WHITE CUBAVERA,,,,,,,Blanco,7448341811825,99.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWF2112-BW-B/M,H. CAMISA P/HOMBRE M/C BRIGHT WHITE CUBAVERA,,,,,,,Blanco,7448337928964,99.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWF2112-BW-B/S,H. CAMISA P/HOMBRE M/C BRIGHT WHITE CUBAVERA,,,,,,,Blanco,7448342049081,99.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWF2112-BW-B/XL,H. CAMISA P/HOMBRE M/C BRIGHT WHITE CUBAVERA,,,,,,,Blanco,7448338731709,99.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWF2105-BW-B/XL,H. CAMISA P/HOMBRE M/C BRIGHT WHITE CUBAVERA,H. CAMISA P/HOMBRE M/C BRIGHT WHITE CUBAVERA,Ropa / Hombres / Camisas,XL,,,,Blanco,7448331826839,97.30,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
CUWSB009-003/XL,H. GUAYABERA P/HOMBRE M/C JET BLACK CUBAVERA,,,,,,,Negro,085142851581,60.78,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWSB009-003/S,H. GUAYABERA P/HOMBRE M/C JET BLACK CUBAVERA,,,,,,,Negro,085142851550,60.78,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWSD016-555/XL,H. CAMISA M/C CUBAVERA RED VIOLET,H. CAMISA M/C CUBAVERA RED VIOLET,Ropa / Hombres / Camisas,XL,,,,Rojo,051054298103,88.61,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
OPKSB005-786/S,H. POLO P/HOMBRE M/C PENGUIN GREEN SHEEN,H. POLO P/HOMBRE M/C PENGUIN GREEN SHEEN,Ropa / Hombres / Camisetas,S,,,Original Penguin,Verde,799016206338,53.83,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
OPKSB005-786/XL,H. POLO P/HOMBRE M/C PENGUIN GREEN SHEEN,H. POLO P/HOMBRE M/C PENGUIN GREEN SHEEN,Ropa / Hombres / Camisetas,XL,,,Original Penguin,Verde,799016206345,53.83,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
OPKB0680-413/XL,H. POLO P/HOMBRE M/C PENGUIN DARK SAPPHIRE,,,,,,Original Penguin,,799016310684,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-010/M,H. POLO P/HOMBRE M/C PENGUIN TRUE BLACK,,,,,,Original Penguin,Negro,799016310608,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-118/S,H. POLO P/HOMBRE M/C PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,799016310776,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-010/S,H. POLO P/HOMBRE M/C PENGUIN TRUE BLACK,,,,,,Original Penguin,Negro,799016310592,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-010/XL,H. POLO P/HOMBRE M/C PENGUIN TRUE BLACK,,,,,,Original Penguin,Negro,799016310622,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-118/L,H. POLO P/HOMBRE M/C PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,799016310790,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-118/M,H. POLO P/HOMBRE M/C PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,799016310783,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-413/L,H. POLO P/HOMBRE M/C PENGUIN DARK SAPPHIRE,,,,,,Original Penguin,,799016310677,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-118/XL,H. POLO P/HOMBRE M/C PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,799016310806,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKSB005-786/L,H. POLO P/HOMBRE M/C PENGUIN GREEN SHEEN,H. POLO P/HOMBRE M/C PENGUIN GREEN SHEEN,Ropa / Hombres / Camisetas,L,,,Original Penguin,Verde,799016206314,53.83,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
OPKSB005-786/M,H. POLO P/HOMBRE M/C PENGUIN GREEN SHEEN,H. POLO P/HOMBRE M/C PENGUIN GREEN SHEEN,Ropa / Hombres / Camisetas,M,,,Original Penguin,Verde,799016206321,53.83,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
CUWF2104-BW-C/3XL,H. CAMISA P/H M/C 100% LINO BRIGHT WHITE 3XL,H. CAMISA P/H M/C 100% LINO BRIGHT WHITE 3XL,Ropa / Hombres / Camisas,,,,,Blanco,7448332368314,106.00,0.00,2.00,0.00,0.00,2.00,manual_review,0.65,generic
OPKB0680-413/XL,H. POLO P/HOMBRE M/C PENGUIN DARK SAPPHIRE,,,,,,Original Penguin,,799016310684,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-010/XL,H. POLO P/HOMBRE M/C PENGUIN TRUE BLACK,,,,,,Original Penguin,Negro,799016310622,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-010/S,H. POLO P/HOMBRE M/C PENGUIN TRUE BLACK,,,,,,Original Penguin,Negro,799016310592,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPKB0680-010/M,H. POLO P/HOMBRE M/C PENGUIN TRUE BLACK,,,,,,Original Penguin,Negro,799016310608,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CUWSB009-003/L,H. GUAYABERA P/HOMBRE M/C JET BLACK CUBAVERA,,,,,,,Negro,085142851574,60.78,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
TL-X03-226.A/M,H. CAMISA M/L NAVY TED LAPIDUS,H. CAMISA M/L NAVY TED LAPIDUS,Ropa / Hombres / Camisas,M,,,TED Lapidus,Azul Marino,7453040780594,39.91,0.00,2.00,0.00,0.00,2.00,ok,0.95,generic
TL-X03-226.A/S,H. CAMISA M/L NAVY TED LAPIDUS,H. CAMISA M/L NAVY TED LAPIDUS,Ropa / Hombres / Camisas,S,,,TED Lapidus,Azul Marino,7453040780587,39.91,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
TL-X03-214B.A/L,H. CAMISA M/L LT. DENIM TED LAPIDUS,H. CAMISA M/L LT. DENIM TED LAPIDUS,Ropa / Hombres / Camisas,L,,,TED Lapidus,,7453040780365,39.91,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
TL-X03-214B.A/M,H. CAMISA M/L LT. DENIM TED LAPIDUS,H. CAMISA M/L LT. DENIM TED LAPIDUS,Ropa / Hombres / Camisas,M,,,TED Lapidus,,7453040780358,39.91,0.00,2.00,0.00,0.00,2.00,ok,0.95,generic
TL-X03-214B.A/S,H. CAMISA M/L LT. DENIM TED LAPIDUS,H. CAMISA M/L LT. DENIM TED LAPIDUS,Ropa / Hombres / Camisas,S,,,TED Lapidus,,7453040780341,39.91,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
TL-X03-214B.A/XL,H. CAMISA M/L LT. DENIM TED LAPIDUS,H. CAMISA M/L LT. DENIM TED LAPIDUS,Ropa / Hombres / Camisas,XL,,,TED Lapidus,,7453040780372,39.91,0.00,2.00,0.00,0.00,2.00,ok,0.95,generic
TL-X03-222.A/L,H. CAMISA M/L MULTICOLOR TED LAPIDUS,H. CAMISA M/L MULTICOLOR TED LAPIDUS,Ropa / Hombres / Camisas,L,,,TED Lapidus,,7453040780488,39.91,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
TL-X03-222.A/M,H. CAMISA M/L MULTICOLOR TED LAPIDUS,H. CAMISA M/L MULTICOLOR TED LAPIDUS,Ropa / Hombres / Camisas,M,,,TED Lapidus,,7453040780471,39.91,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
TL-X03-226.A/XL,H. CAMISA M/L NAVY TED LAPIDUS,H. CAMISA M/L NAVY TED LAPIDUS,Ropa / Hombres / Camisas,XL,,,TED Lapidus,Azul Marino,7453040780617,39.91,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
TL-20-500C/40,H. PANTALON P/CABALLERO CHARCOAL TED LAPIDUS,Terno TL-20-500C,Ropa / Hombres / Pantalones,40,,,TED Lapidus,,7453040450442,43.39,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
TL-X25-501B.A/30,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,Terno TL-X25-501B.A,Ropa / Hombres / Bermudas,30,,,TED Lapidus,Azul Marino,7453040772544,34.70,0.00,1.00,0.00,0.00,1.00,ok,0.95,suit
TL-X25-501B.A/32,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,Terno TL-X25-501B.A,Ropa / Hombres / Bermudas,32,,,TED Lapidus,Azul Marino,7453040772551,34.70,0.00,1.00,0.00,0.00,1.00,ok,0.95,suit
TL-X25-501B.A/34,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,Terno TL-X25-501B.A,Ropa / Hombres / Bermudas,34,,,TED Lapidus,Azul Marino,7453040772568,34.70,0.00,2.00,0.00,0.00,2.00,ok,0.95,suit
TL-X25-501B.A/36,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,Terno TL-X25-501B.A,Ropa / Hombres / Bermudas,36,,,TED Lapidus,Azul Marino,7453040772575,34.70,0.00,3.00,0.00,0.00,3.00,ok,0.95,suit
TL-X25-501B.A/38,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,Terno TL-X25-501B.A,Ropa / Hombres / Bermudas,38,,,TED Lapidus,Azul Marino,7453040772582,34.70,0.00,4.00,0.00,0.00,4.00,ok,0.95,suit
OPKB0680-413/S,H. POLO P/HOMBRE M/C PENGUIN DARK SAPPHIRE,,,,,,Original Penguin,,799016310653,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB0102-437/XL,H. CAMISA M/C P/HOMBRE PENGUIN AIR BLUE,,,,,,Original Penguin,Azul,7448334465493,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB0102-437/S,H. CAMISA M/C P/HOMBRE PENGUIN AIR BLUE,,,,,,Original Penguin,Azul,7448334255230,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1205-424/L,H. CAMISA OXFORD M/C P/H SIN BOLSILLO AMPARO BLUE,,,,,,Original Penguin,Azul,7448354317314,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1205-724/XL,H. CAMISA OXFORD M/C P/H SIN BOLSILLO ROSE YELLOW,,,,,,Original Penguin,,7448347863804,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
TL-X25-501D.A/30,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,Terno TL-X25-501D.A,Ropa / Hombres / Bermudas,30,,,TED Lapidus,,7453040771486,34.70,0.00,1.00,0.00,0.00,1.00,ok,0.95,suit
TL-X25-501D.A/32,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,Terno TL-X25-501D.A,Ropa / Hombres / Bermudas,32,,,TED Lapidus,,7453040771493,34.70,0.00,3.00,0.00,0.00,3.00,ok,0.95,suit
TL-X25-501D.A/34,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,Terno TL-X25-501D.A,Ropa / Hombres / Bermudas,34,,,TED Lapidus,,7453040771509,34.70,0.00,2.00,0.00,0.00,2.00,ok,0.95,suit
TL-X25-501D.A/36,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,Terno TL-X25-501D.A,Ropa / Hombres / Bermudas,36,,,TED Lapidus,,7453040771516,34.70,0.00,5.00,0.00,0.00,5.00,ok,0.95,suit
TL-X25-501D.A/38,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,Terno TL-X25-501D.A,Ropa / Hombres / Bermudas,38,,,TED Lapidus,,7453040771523,34.70,0.00,4.00,0.00,0.00,4.00,ok,0.95,suit
TL-X25-501D.A/40,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,Terno TL-X25-501D.A,Ropa / Hombres / Bermudas,40,,,TED Lapidus,,7453040771530,34.70,0.00,1.00,0.00,0.00,1.00,ok,0.95,suit
TL-X03-214A.A/L,H. CAMISA M/L DK. DENIM TED LAPIDUS,H. CAMISA M/L DK. DENIM TED LAPIDUS,Ropa / Hombres / Camisas,L,,,TED Lapidus,,7453040780280,39.91,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
TL-X03-214A.A/M,H. CAMISA M/L DK. DENIM TED LAPIDUS,H. CAMISA M/L DK. DENIM TED LAPIDUS,Ropa / Hombres / Camisas,M,,,TED Lapidus,,7453040780273,39.91,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
TL-X03-214A.A/S,H. CAMISA M/L DK. DENIM TED LAPIDUS,H. CAMISA M/L DK. DENIM TED LAPIDUS,Ropa / Hombres / Camisas,S,,,TED Lapidus,,,39.91,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
TL-X03-214A.A/XL,H. CAMISA M/L DK. DENIM TED LAPIDUS,H. CAMISA M/L DK. DENIM TED LAPIDUS,Ropa / Hombres / Camisas,XL,,,TED Lapidus,,7453040780297,39.91,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
TL-X25-501B.A/40,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,Terno TL-X25-501B.A,Ropa / Hombres / Bermudas,40,,,TED Lapidus,Azul Marino,7453040772599,34.70,0.00,2.00,0.00,0.00,2.00,ok,0.95,suit
TL-X25-501C.A/30,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,Terno TL-X25-501C.A,Ropa / Hombres / Bermudas,30,,,TED Lapidus,,7453040771387,34.70,0.00,1.00,0.00,0.00,1.00,ok,0.95,suit
TL-X25-501C.A/32,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,Terno TL-X25-501C.A,Ropa / Hombres / Bermudas,32,,,TED Lapidus,,7453040771394,34.70,0.00,2.00,0.00,0.00,2.00,ok,0.95,suit
TL-X25-501C.A/34,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,Terno TL-X25-501C.A,Ropa / Hombres / Bermudas,34,,,TED Lapidus,,7453040771400,34.70,0.00,2.00,0.00,0.00,2.00,ok,0.95,suit
TL-X25-501C.A/36,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,Terno TL-X25-501C.A,Ropa / Hombres / Bermudas,36,,,TED Lapidus,,7453040771417,34.70,0.00,3.00,0.00,0.00,3.00,ok,0.95,suit
TL-X25-501C.A/38,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,Terno TL-X25-501C.A,Ropa / Hombres / Bermudas,38,,,TED Lapidus,,7453040771424,34.70,0.00,1.00,0.00,0.00,1.00,ok,0.95,suit
TL-X25-501C.A/40,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,Terno TL-X25-501C.A,Ropa / Hombres / Bermudas,40,,,TED Lapidus,,7453040771431,34.70,0.00,1.00,0.00,0.00,1.00,ok,0.95,suit
OPKB0680-413/M,H. POLO P/HOMBRE M/C PENGUIN DARK SAPPHIRE,,,,,,Original Penguin,,799016310660,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1102-010/L,H. CAMISA M/C P/HOMBRE PENGUIN TRUE BLACK,,,,,,Original Penguin,Negro,7448334714751,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1102-010/S,H. CAMISA M/C P/HOMBRE PENGUIN TRUE BLACK,,,,,,Original Penguin,Negro,7448336775781,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1101-118/XL,H. CAMISA M/L P/HOMBRE PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,7448334797716,79.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1102-010/XL,H. CAMISA M/C P/HOMBRE PENGUIN TRUE BLACK,,,,,,Original Penguin,Negro,7448341098073,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1102-118/L,H. CAMISA M/C P/HOMBRE PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,7448328591542,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1101-118/L,H. CAMISA M/L P/HOMBRE PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,7448340648606,79.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1102-010/M,H. CAMISA M/C P/HOMBRE PENGUIN TRUE BLACK,,,,,,Original Penguin,Negro,7448331884860,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1101-118/S,H. CAMISA M/L P/HOMBRE PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,7448339577573,79.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1101-670/L,H. CAMISA POPLIN M/L P/HOMBRE PENGUIN VEILED ROSE,H. CAMISA POPLIN M/L P/HOMBRE PENGUIN VEILED ROSE,Ropa / Hombres / Camisas,L,,,Original Penguin,,7448336230273,79.04,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
OPWB1102-118/XL,H. CAMISA M/C P/HOMBRE PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,7448329971961,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1101-670/XL,H. CAMISA POPLIN M/L P/HOMBRE PENGUIN VEILED ROSE,H. CAMISA POPLIN M/L P/HOMBRE PENGUIN VEILED ROSE,Ropa / Hombres / Camisas,XL,,,Original Penguin,,7448330770713,79.04,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
OPWB1101-670/M,H. CAMISA POPLIN M/L P/HOMBRE PENGUIN VEILED ROSE,H. CAMISA POPLIN M/L P/HOMBRE PENGUIN VEILED ROSE,Ropa / Hombres / Camisas,M,,,Original Penguin,,7448332935943,79.04,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
OPWB1102-118/M,H. CAMISA M/C P/HOMBRE PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,7448352517501,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1101-670/S,H. CAMISA POPLIN M/L P/HOMBRE PENGUIN VEILED ROSE,H. CAMISA POPLIN M/L P/HOMBRE PENGUIN VEILED ROSE,Ropa / Hombres / Camisas,S,,,Original Penguin,,7448341864845,79.04,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
OPWB1102-118/S,H. CAMISA M/C P/HOMBRE PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,7448337533519,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1101-118/M,H. CAMISA M/L P/HOMBRE PENGUIN BRIGHT WHITE,,,,,,Original Penguin,Blanco,7448342520580,79.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1205-424/M,H. CAMISA OXFORD M/C P/H SIN BOLSILLO AMPARO BLUE,,,,,,Original Penguin,Azul,7448338523526,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1205-424/S,H. CAMISA OXFORD M/C P/H SIN BOLSILLO AMPARO BLUE,,,,,,Original Penguin,Azul,7448344748722,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1205-724/L,H. CAMISA OXFORD M/C P/H SIN BOLSILLO ROSE YELLOW,,,,,,Original Penguin,,7448329176199,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1205-424/XL,H. CAMISA OXFORD M/C P/H SIN BOLSILLO AMPARO BLUE,,,,,,Original Penguin,Azul,7448338129179,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1205-724/M,H. CAMISA OXFORD M/C P/H SIN BOLSILLO ROSE YELLOW,,,,,,Original Penguin,,7448328096016,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB1205-724/S,H. CAMISA OXFORD M/C P/H SIN BOLSILLO ROSE YELLOW,,,,,,Original Penguin,,7448332071085,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
TL-X25-501G.A/34,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,Terno TL-X25-501G.A,Ropa / Hombres / Bermudas,34,,,TED Lapidus,,7453040771769,34.70,0.00,3.00,0.00,0.00,3.00,ok,0.95,suit
TL-X25-501G.A/36,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,Terno TL-X25-501G.A,Ropa / Hombres / Bermudas,36,,,TED Lapidus,,7453040771776,34.70,0.00,6.00,0.00,0.00,6.00,ok,0.95,suit
TL-X25-501G.A/38,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,Terno TL-X25-501G.A,Ropa / Hombres / Bermudas,38,,,TED Lapidus,,7453040771783,34.70,0.00,4.00,0.00,0.00,4.00,ok,0.95,suit
TL-X25-501G.A/40,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,Terno TL-X25-501G.A,Ropa / Hombres / Bermudas,40,,,TED Lapidus,,7453040771790,34.70,0.00,2.00,0.00,0.00,2.00,ok,0.95,suit
TL-X25-501G.A/32,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,Terno TL-X25-501G.A,Ropa / Hombres / Bermudas,32,,,TED Lapidus,,7453040771752,34.70,0.00,4.00,0.00,0.00,4.00,ok,0.95,suit
TL-X25-501G.A/30,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,Terno TL-X25-501G.A,Ropa / Hombres / Bermudas,30,,,TED Lapidus,,7453040771745,34.70,0.00,4.00,0.00,0.00,4.00,ok,0.95,suit
TL-20-500C/38,H. PANTALON P/CABALLERO CHARCOAL TED LAPIDUS,Terno TL-20-500C,Ropa / Hombres / Pantalones,38,,,TED Lapidus,,7453040450336,43.39,0.00,7.00,0.00,0.00,7.00,ok,0.95,suit
TL-X03-222.A/S,H. CAMISA M/L MULTICOLOR TED LAPIDUS,H. CAMISA M/L MULTICOLOR TED LAPIDUS,Ropa / Hombres / Camisas,S,,,TED Lapidus,,7453040780464,39.91,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
OPWB0102-437/M,H. CAMISA M/C P/HOMBRE PENGUIN AIR BLUE,,,,,,Original Penguin,Azul,7448335492429,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
OPWB0102-437/L,H. CAMISA M/C P/HOMBRE PENGUIN AIR BLUE,,,,,,Original Penguin,Azul,7448328923985,76.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
TL-X03-222.A/XL,H. CAMISA M/L MULTICOLOR TED LAPIDUS,H. CAMISA M/L MULTICOLOR TED LAPIDUS,Ropa / Hombres / Camisas,XL,,,TED Lapidus,,7453040780495,39.91,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
TL-X03-226.A/L,H. CAMISA M/L NAVY TED LAPIDUS,H. CAMISA M/L NAVY TED LAPIDUS,Ropa / Hombres / Camisas,L,,,TED Lapidus,Azul Marino,7453040780600,39.91,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
TL-20-500C/34,H. PANTALON P/CABALLERO CHARCOAL TED LAPIDUS,Terno TL-20-500C,Ropa / Hombres / Pantalones,34,,,TED Lapidus,,7453040450114,43.39,0.00,6.00,0.00,0.00,6.00,ok,0.95,suit
TL-20-500C/32,H. PANTALON P/CABALLERO CHARCOAL TED LAPIDUS,Terno TL-20-500C,Ropa / Hombres / Pantalones,32,,,TED Lapidus,,7453040450008,43.39,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
TL-20-500C/30,H. PANTALON P/CABALLERO CHARCOAL TED LAPIDUS,Terno TL-20-500C,Ropa / Hombres / Pantalones,30,,,TED Lapidus,,7453040449897,43.39,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
