id,Internal Reference,Barcode,Sales Price,Cost
__export__.product_product_87614_2fa69375,LBPC-B04-101S-WH/L,7448334276204,47.74,0.00
__export__.product_product_87613_095ddda4,LBPC-B04-101S-WH/M,7448332249286,47.74,0.00
__export__.product_product_87615_8560118b,LBPC-B04-101S-WH/XL,7448343011094,47.74,0.00
__export__.product_product_87618_315e7c16,LBPC-B04-102S-JA/L,743682047511,47.74,0.00
__export__.product_product_87612_79020d29,LBPC-B04-101S-WH/S,7448355624657,47.74,0.00
__export__.product_product_87621_037b390c,OCKBS010-330/M,799016631192,65.13,0.00
__export__.product_product_87623_6ea17496,OCKBS010-330/XL,799016631215,65.13,0.00
__export__.product_product_87626_5314a127,OPWB0400-118/L,009246504976,117.30,0.00
__export__.product_product_87629_e114f8e4,OPWB0400-413/M,009246505027,117.30,0.00
__export__.product_product_87630_16f4d1e1,OPWB0400-413/L,009246505034,117.30,0.00
__export__.product_product_87633_2e7bd683,LBPC-B04-101S-SL/M,743682046668,47.74,0.00
__export__.product_product_87601_13e49635,OPWB0500-413/M,009246505201,95.57,0.00
__export__.product_product_87638_9e23268d,LBPC-C31-206S-TE/L,0743682084493,34.70,0.00
__export__.product_product_87628_47876cd9,OPWB0400-413/S,009246505010,117.30,0.00
__export__.product_product_87631_a0ca0017,OPWB0400-413/XL,009246505041,117.30,0.00
__export__.product_product_87596_193d89b0,OCKBS010-969/XL,799016631826,65.13,0.00
__export__.product_product_87597_ccd614ce,OCKS0197-780/M,799016516482,65.13,0.00
__export__.product_product_87622_f082a881,OCKBS010-330/L,799016631185,65.13,0.00
__export__.product_product_87620_851e3db9,OCKBS010-330/S,799016631208,65.13,0.00
__export__.product_product_87641_c2b84073,OCKB0800-010/XL,799016518147,65.13,0.00
__export__.product_product_87640_caa8d953,OCKB0800-010/L,799016516130,65.13,0.00
__export__.product_product_87643_e4fa75aa,LBPC-C31-223R-SL/M,0743682085520,34.70,0.00
__export__.product_product_87634_b33d43b9,LBPC-B04-101S-SL/L,743682046675,47.74,0.00
__export__.product_product_87635_296cce4f,LBPC-B04-101S-SL/XL,743682046682,47.74,0.00
__export__.product_product_87632_3805f272,LBPC-B04-101S-SL/S,743682046651,47.74,0.00
__export__.product_product_87602_a46ad5ca,OPWB0500-413/L,009246505218,95.57,0.00
__export__.product_product_87600_100d3047,OPWB0500-413/S,009246505195,95.57,0.00
__export__.product_product_87647_e5cbe53b,LBPC-B04-102S-SK/XL,7448333746746,50.35,0.00
__export__.product_product_87646_2506903f,LBPC-B04-102S-SK/L,7448339977960,50.35,0.00
__export__.product_product_87645_d3772de0,LBPC-B04-102S-SK/M,7448357132167,50.35,0.00
__export__.product_product_87644_40dcfa88,LBPC-B04-102S-SK/S,7448339014061,50.35,0.00
__export__.product_product_87651_f09e9882,LBPC-B04-102S-NV/XL,743682047405,47.74,0.00
__export__.product_product_87648_9e794d21,LBPC-B04-102S-NV/S,743682047375,47.74,0.00
__export__.product_product_87619_bdffe5f5,LBPC-B04-102S-JA/XL,743682047528,47.74,0.00
__export__.product_product_87650_3db9a3eb,LBPC-B04-102S-NV/L,743682047399,47.74,0.00
__export__.product_product_87649_713ff1bb,LBPC-B04-102S-NV/M,743682047382,47.74,0.00
__export__.product_product_87616_a7921918,LBPC-B04-102S-JA/S,743682047498,47.74,0.00
__export__.product_product_87617_67354caa,LBPC-B04-102S-JA/M,743682047504,47.74,0.00
__export__.product_product_87589_59420299,LBPC-B03-101SS-NV/S,743682045418,47.74,0.00
__export__.product_product_87637_c9ce5faa,LBPC-C31-206S-TE/M,0743682084486,34.70,0.00
__export__.product_product_87636_fe01477e,LBPC-C31-206S-TE/S,0743682084479,34.70,0.00
__export__.product_product_87639_2d1a0871,LBPC-C31-206S-TE/XL,0743682084509,34.70,0.00
__export__.product_product_87624_b57d8ad5,OPWB0400-118/S,009246504952,117.30,0.00
__export__.product_product_87625_71e1e692,OPWB0400-118/M,009246504969,117.30,0.00
__export__.product_product_87587_494866ce,OPKB0300-413/L,799016397685,65.13,0.00
__export__.product_product_87627_d9ba9051,OPWB0400-118/XL,009246504983,117.30,0.00
__export__.product_product_87642_27cf17c4,LBPC-C31-223R-SL/S,0743682085513,34.70,0.00
__export__.product_product_87655_8920bb3f,LBPC-B03-101S-BL/XL,7448346574510,47.74,0.00
__export__.product_product_87652_b896c747,LBPC-B03-101S-BL/S,7448336265213,47.74,0.00
__export__.product_product_87653_859789a8,LBPC-B03-101S-BL/M,7448346588524,47.74,0.00
__export__.product_product_87654_e314178f,LBPC-B03-101S-BL/L,7448335519553,47.74,0.00
__export__.product_product_87656_8e95186f,OPBB0099-413.OP/30,691046761361,82.52,0.00
__export__.product_product_87661_2cd52188,OPBB0099-413.OP/31,691046761378,82.52,0.00
__export__.product_product_87657_2a2cbb54,OPBB0099-413.OP/32,691046761385,82.52,0.00
__export__.product_product_87662_368cdcfa,OPBB0099-413.OP/33,691046761392,82.52,0.00
__export__.product_product_87658_ca1709d8,OPBB0099-413.OP/34,691046761408,82.52,0.00
__export__.product_product_87663_977a2755,LBPC-C31-223R-BL/S,0743682085551,34.70,0.00
__export__.product_product_87666_31014c90,LBPC-C31-223R-BL/XL,0743682085582,34.70,0.00
__export__.product_product_87664_907c3c19,LBPC-C31-223R-BL/M,0743682085568,34.70,0.00
__export__.product_product_87665_f0dc174f,LBPC-C31-223R-BL/L,0743682085575,34.70,0.00
__export__.product_product_87659_55e425a2,OPBB0099-413.OP/36,691046761415,82.52,0.00
__export__.product_product_87670_24e530cc,OCKB0800-449/XL,799016631093,65.13,0.00
__export__.product_product_87667_f17d4393,OCKB0800-449/S,799016631086,65.13,0.00
__export__.product_product_87668_e2dd18d4,OCKB0800-449/M,799016631079,65.13,0.00
__export__.product_product_87669_2cf0544a,OCKB0800-449/L,799016631062,65.13,0.00
__export__.product_product_87674_9a11fd0c,OCKB0800-118/XL,799016516208,65.13,0.00
__export__.product_product_87660_faf5ecd4,OPBB0099-413.OP/38,691046761422,82.52,0.00
__export__.product_product_87675_78cbd8c0,OPBB2000-281/30,799016398460,82.52,0.00
__export__.product_product_87684_1d888f72,OCKBS010-830/L,009246567018,65.13,0.00
__export__.product_product_87683_8cc00e54,OCKBS010-830/M,009246567025,65.13,0.00
__export__.product_product_87682_65dea693,OCKBS010-830/S,009246567032,65.13,0.00
__export__.product_product_87686_3d5ad787,OCKB0010-673/S,799016543396,65.13,0.00
__export__.product_product_87671_e05fefc7,OCKB0800-118/S,799016516178,65.13,0.00
__export__.product_product_87672_d282f298,OCKB0800-118/M,799016516185,65.13,0.00
__export__.product_product_87690_14dbef03,OPKB0300-010/S,799016397487,65.13,0.00
__export__.product_product_87694_ae48cfe8,OPKB0300-402/S,799016397609,65.13,0.00
__export__.product_product_87691_ccf26718,OPKB0300-010/M,799016397494,65.13,0.00
__export__.product_product_87695_63539058,OPKB0300-402/M,799016397616,65.13,0.00
__export__.product_product_87696_a49e3d43,OPKB0300-402/L,799016397623,65.13,0.00
__export__.product_product_87700_ea7d50d3,OCBS3100-059/34,799016533908,82.52,0.00
__export__.product_product_87710_ce1f4887,OPBS1099-352/31,799016229795,82.52,0.00
__export__.product_product_87715_b82dde1c,OCKBS010-679/XL,009246464690,65.13,0.00
__export__.product_product_87712_087c0830,OCKBS010-679/S,009246464669,65.13,0.00
__export__.product_product_87713_0ed51c2b,OCKBS010-679/M,009246464676,65.13,0.00
__export__.product_product_87714_59b92008,OCKBS010-679/L,009246464683,65.13,0.00
__export__.product_product_87693_39f1c68f,OPKB0300-010/XL,799016397517,65.13,0.00
__export__.product_product_87692_f8a8bc0a,OPKB0300-010/L,799016397500,65.13,0.00
__export__.product_product_87697_9ad0683e,OPKB0300-402/XL,799016397630,65.13,0.00
__export__.product_product_87678_2958800b,OPBB2000-281/36,799016398514,82.52,0.00
__export__.product_product_87677_8d581375,OPBB2000-281/34,799016398507,82.52,0.00
__export__.product_product_87681_99c13f55,OPBB2000-281/33,799016398491,82.52,0.00
__export__.product_product_87676_43e3e088,OPBB2000-281/32,799016398484,82.52,0.00
__export__.product_product_87680_0c05e399,OPBB2000-281/31,799016398477,82.52,0.00
__export__.product_product_87704_fd2695ac,OCBS3100-059/33,401052251950,82.52,0.00
__export__.product_product_87701_f7d62a6a,OCBS3100-059/36,799016533915,82.52,0.00
__export__.product_product_87687_1a884b55,OCKB0010-673/M,799016543402,65.13,0.00
__export__.product_product_87702_c78f33fb,OCBS3100-059/38,799016533922,82.52,0.00
__export__.product_product_87708_cc949071,OPBS1099-352/36,799016229757,82.52,0.00
__export__.product_product_87707_63b7751e,OPBS1099-352/34,799016229740,82.52,0.00
__export__.product_product_87709_d277b8b7,OPBS1099-352/38,799016229764,82.52,0.00
__export__.product_product_87711_df67abb6,OPBS1099-352/33,799016229801,82.52,0.00
__export__.product_product_87706_a1c624c8,OPBS1099-352/32,799016229733,82.52,0.00
__export__.product_product_87699_8bb3b26c,OCBS3100-059/32,401052251868,82.52,0.00
__export__.product_product_87703_d1082388,OCBS3100-059/31,009246469046,82.52,0.00
__export__.product_product_87698_99f86dce,OCBS3100-059/30,009246469039,82.52,0.00
__export__.product_product_87705_69373cb6,OPBS1099-352/30,799016229726,82.52,0.00
__export__.product_product_87679_de858550,OPBB2000-281/38,799016398521,82.52,0.00
__export__.product_product_87719_38270af9,OCKBS010-974/XL,009246464744,65.13,0.00
__export__.product_product_87716_e88a7a61,OCKBS010-974/S,009246464713,65.13,0.00
__export__.product_product_87723_265d30e5,OPKSB300-691/XL,799016558048,65.13,0.00
__export__.product_product_87720_691ba13c,OPKSB300-691/S,799016558031,65.13,0.00
__export__.product_product_87721_363ff08c,OPKSB300-691/M,799016558024,65.13,0.00
__export__.product_product_87722_8d17a047,OPKSB300-691/L,799016558017,65.13,0.00
__export__.product_product_87727_ebb92dec,OPKSB300-485/XL,009246568664,65.13,0.00
__export__.product_product_87724_12e24b12,OPKSB300-485/S,009246568657,65.13,0.00
__export__.product_product_87725_9ee8f0d8,OPKSB300-485/M,009246568640,65.13,0.00
__export__.product_product_87726_d6f37a9c,OPKSB300-485/L,009246568633,65.13,0.00
__export__.product_product_87689_c746c464,OCKB0010-673/XL,799016543426,65.13,0.00
__export__.product_product_87729_e360c48e,OPBB0099-250.OP/32,691046761293,82.52,0.00
__export__.product_product_87730_37b49600,OPBB0099-250.OP/31,691046761286,82.52,0.00
__export__.product_product_87728_f81c17e0,OPBB0099-250.OP/30,691046761279,82.52,0.00
__export__.product_product_87673_3650d7dc,OCKB0800-118/L,799016516192,65.13,0.00
__export__.product_product_87685_a20faba5,OCKBS010-830/XL,009246567049,65.13,0.00
__export__.product_product_87718_100cd5a1,OCKBS010-974/L,009246464737,65.13,0.00
__export__.product_product_87717_2dca2e4a,OCKBS010-974/M,009246464720,65.13,0.00
__export__.product_product_87688_9cb1065e,OCKB0010-673/L,799016543419,65.13,0.00
__export__.product_product_87734_a3d8ec3e,LBPC-B04-101S-NV/XL,7448345760785,47.74,0.00
__export__.product_product_87731_44e434ef,LBPC-B04-101S-NV/S,7448335226291,47.74,0.00
__export__.product_product_87732_314263bc,LBPC-B04-101S-NV/M,7448336158126,47.74,0.00
__export__.product_product_87733_9d2ffae2,LBPC-B04-101S-NV/L,7448332385311,47.74,0.00
__export__.product_product_87738_1b2bec16,OPWB0500-118/XL,009246505164,95.57,0.00
__export__.product_product_87735_2c8d785a,OPWB0500-118/S,009246505133,95.57,0.00
__export__.product_product_87736_993ae27b,OPWB0500-118/M,009246505140,95.57,0.00
__export__.product_product_87737_77b7ab22,OPWB0500-118/L,009246505157,95.57,0.00
__export__.product_product_87739_3776eb14,OCKBS010-993/S,799016543914,65.13,0.00
__export__.product_product_87742_4c913ce8,OCKBS010-993/XL,799016543945,65.13,0.00
__export__.product_product_87743_e1ee6066,OCKB0801-005/S,799016578541,65.13,0.00
__export__.product_product_87744_ca532b69,OCKB0801-005/M,799016578527,65.13,0.00
__export__.product_product_87745_c920c044,OCKB0801-005/L,799016578510,65.13,0.00
__export__.product_product_87740_8e62a5c5,OCKBS010-993/M,799016543921,65.13,0.00
__export__.product_product_87741_410db6df,OCKBS010-993/L,799016543938,65.13,0.00
__export__.product_product_87746_d5d16e5d,OCKB0801-005/XL,799016578558,65.13,0.00
__export__.product_product_87749_0dceae4f,LV-CV-T11-031-NV-48,LV-CV-T11-031-NV-48,156.43,0.00
__export__.product_product_87748_6a49942c,LV-CV-T11-031-NV-46,LV-CV-T11-031-NV-46,156.43,0.00
__export__.product_product_87754_8e11973d,LV-CV-T11-031-NV-44,LV-CV-T11-031-NV-44,156.43,0.00
__export__.product_product_87753_fe8e7c86,LV-CV-T11-031-NV-42,LV-CV-T11-031-NV-42,156.43,0.00
__export__.product_product_87752_9b22ad5a,LV-CV-T11-031-NV-40,LV-CV-T11-031-NV-40,156.43,0.00
__export__.product_product_87751_17bc2e06,LV-CV-T11-031-NV-38,LV-CV-T11-031-NV-38,156.43,0.00
__export__.product_product_87750_48b98269,LV-CV-T11-031-NV-36,LV-CV-T11-031-NV-36,156.43,0.00
__export__.product_product_86948_5da99964,PT-CV-T11-031-NV-42,PT-CV-T11-031-NV-42,47.74,0.00
__export__.product_product_86947_6c77cedb,PT-CV-T11-031-NV-40,PT-CV-T11-031-NV-40,47.74,0.00
__export__.product_product_86946_d2151175,PT-CV-T11-031-NV-38,PT-CV-T11-031-NV-38,47.74,0.00
__export__.product_product_86945_08ea7283,PT-CV-T11-031-NV-36,PT-CV-T11-031-NV-36,47.74,0.00
__export__.product_product_86944_9d2060ec,PT-CV-T11-031-NV-34,PT-CV-T11-031-NV-34,47.74,0.00
__export__.product_product_86943_11ae7c89,PT-CV-T11-031-NV-32,PT-CV-T11-031-NV-32,47.74,0.00
__export__.product_product_86942_4a20ab59,PT-CV-T11-031-NV-30,PT-CV-T11-031-NV-30,47.74,0.00
__export__.product_product_87756_c7ae2634,TOP-FANNY-RO/L,TOP-FANNY-RO/OL,57.30,0.00
__export__.product_product_87761_71abb520,BLUSA-HANNA-NE/XL,BLUSA-HANNA-NE/OXL,66.00,0.00
__export__.product_product_87760_f43d264d,BLUSA-HANNA-NE/L,BLUSA-HANNA-NE/OL,66.00,0.00
__export__.product_product_87759_23db0350,BLUSA-HANNA-NE/M,BLUSA-HANNA-NE/OM,66.00,0.00
__export__.product_product_87758_9ced87aa,BLUSA-HANNA-NE/S,BLUSA-HANNA-NE/OS,66.00,0.00
__export__.product_product_87762_5fcdaa78,BLUSA-HANNA-RO/S,BLUSA-HANNA-RO/OS,66.00,0.00
__export__.product_product_87763_e5635329,BLUSA-HANNA-RO/M,BLUSA-HANNA-RO/OM,66.00,0.00
__export__.product_product_87764_af3f8f44,BLUSA-HANNA-RO/L,BLUSA-HANNA-RO/OL,66.00,0.00
__export__.product_product_87765_78743feb,BLUSA-HANNA-RO/XL,BLUSA-HANNA-RO/OXL,66.00,0.00
__export__.product_product_87766_65c51c25,BLUS-BRIGIDA/S,BLUS-BRIGIDA/OS,75.56,0.00
__export__.product_product_87767_a33781b7,BLUS-BRIGIDA/M,BLUS-BRIGIDA/OM,75.56,0.00
__export__.product_product_87768_6e919688,BLUS-BRIGIDA/L,BLUS-BRIGIDA/OL,75.56,0.00
__export__.product_product_87771_be53a2de,TOP-FANNY-VE/XL,TOP-FANNY-VE/OXL,57.30,0.00
__export__.product_product_87770_035780ab,TOP-FANNY-VE/L,TOP-FANNY-VE/OL,57.30,0.00
__export__.product_product_87769_d748b561,TOP-FANNY-VE/M,TOP-FANNY-VE/OM,57.30,0.00
__export__.product_product_87755_57a9e48e,TOP-FANNY-RO/M,TOP-FANNY-RO/OM,57.30,0.00
__export__.product_product_87757_797dbd06,TOP-FANNY-RO/XL,TOP-FANNY-RO/OXL,57.30,0.00
__export__.product_product_87774_e8a09efd,TOP-VILMA-F/L,TOP-VILMA-F/OL,52.96,0.00
__export__.product_product_87773_b46ef4dd,TOP-VILMA-F/M,TOP-VILMA-F/OM,52.96,0.00
__export__.product_product_87772_af7dbe0d,TOP-VILMA-F/S,TOP-VILMA-F/OS,52.96,0.00
__export__.product_product_87777_0c26ec43,TOP-VILMA-B/L,TOP-VILMA-B/OL,52.96,0.00
__export__.product_product_87776_3474d412,TOP-VILMA-B/M,TOP-VILMA-B/OM,52.96,0.00
__export__.product_product_87775_176ad69c,TOP-VILMA-B/S,TOP-VILMA-B/OS,52.96,0.00
__export__.product_product_87782_c7436623,TOP-VILMA-RO/XXL,TOP-VILMA-RO/OXXL,52.96,0.00
__export__.product_product_87781_11dec498,TOP-VILMA-RO/XL,TOP-VILMA-RO/OXL,52.96,0.00
__export__.product_product_87780_fc1051d3,TOP-VILMA-RO/L,TOP-VILMA-RO/OL,52.96,0.00
__export__.product_product_87779_5eec4623,TOP-VILMA-RO/M,TOP-VILMA-RO/OM,52.96,0.00
__export__.product_product_87778_33336332,TOP-VILMA-RO/S,TOP-VILMA-RO/OS,52.96,0.00
__export__.product_product_87784_d5f3d68a,VEST-LAURA-B/M,VEST-LAURA-B/OM,142.52,0.00
__export__.product_product_87783_346a7803,VEST-LAURA-B/S,VEST-LAURA-B/OS,142.52,0.00
__export__.product_product_87796_74856398,ERN-SABAT-10-18-S2,ERN-SABAT-10-18-S2,65.13,0.00
__export__.product_product_87793_7b360acb,ERN-SABAT-10-17.5-S1,ERNS102317501,65.13,0.00
__export__.product_product_87801_54ea2888,ZP-1004-PICASSO-NE/8.5,ZP1004PICANE/O8.5,130.35,0.00
__export__.product_product_87800_9003d8d7,ZP-1004-PICASSO-NE/8,ZP1004PICANE/O8,130.35,0.00
__export__.product_product_87799_d53ac57a,ZP-1004-PICASSO-NE/7.5,ZP1004PICANE/O7.5,130.35,0.00
__export__.product_product_87798_19f60936,ZP-1004-PICASSO-NE/6,ZP1004PICANE/O6,130.35,0.00
__export__.product_product_87797_cf48bb00,ZP-1004-PICASSO-NE/5.5,ZP1004PICANE/O5.5,130.35,0.00
__export__.product_product_87806_2b51f8b8,ZP-1002-AMBAR-VN/8.5,ZP1002AMBARVN/O8.5,130.35,0.00
__export__.product_product_87805_a58ec76f,ZP-1002-AMBAR-VN/8,ZP1002AMBARVN/O8,130.35,0.00
__export__.product_product_87804_1c285d19,ZP-1002-AMBAR-VN/7.5,ZP1002AMBARVN/O7.5,130.35,0.00
__export__.product_product_87803_89a82339,ZP-1002-AMBAR-VN/6,ZP1002AMBARVN/O6,130.35,0.00
__export__.product_product_87802_5756e9ee,ZP-1002-AMBAR-VN/5.5,ZP1002AMBARVN/O5.5,130.35,0.00
__export__.product_product_87809_1004c5b7,PT-23E312010-8/34,23E3120108202434,47.74,0.00
__export__.product_product_87810_d04fcca3,PT-23E312010-8/36,23E3120108202436,47.74,0.00
__export__.product_product_87811_22987e72,PT-23E312010-8/38,23E3120108202438,47.74,0.00
__export__.product_product_86838_7daa7879,PT-23C29386-86/38,23C2938686202438,47.74,0.00
__export__.product_product_86837_a483272f,PT-23C29386-86/36,23C2938686202436,47.74,0.00
__export__.product_product_86836_ed208f78,PT-23C29386-86/34,23C2938686202434,47.74,0.00
__export__.product_product_87813_bdccc1b5,PT-23E312010-8/33,23E3120108202433,47.74,0.00
__export__.product_product_87808_508b818a,PT-23E312010-8/32,23E3120108202432,47.74,0.00
__export__.product_product_87812_c2d7829f,PT-23E312010-8/40,23E3120108202440,47.74,0.00
__export__.product_product_87807_fbd31543,PT-23E312010-8/30,23E3120108202430,47.74,0.00
__export__.product_product_87819_49529c67,PT-23C29386-88/40,23C2938688202440,47.74,0.00
__export__.product_product_87820_784143a5,PT-23C29386-88/33,23C2938688202433,47.74,0.00
__export__.product_product_87815_b12a57e4,PT-23C29386-88/32,23C2938688202432,47.74,0.00
__export__.product_product_87818_2da70987,PT-23C29386-88/38,23C2938688202438,47.74,0.00
__export__.product_product_87817_718fea39,PT-23C29386-88/36,23C2938688202436,47.74,0.00
__export__.product_product_87814_4f4a2a7a,PT-23C29386-88/30,23C2938688202430,47.74,0.00
__export__.product_product_86839_e5bcd8ec,PT-23C29386-86/40,23C2938686202440,47.74,0.00
__export__.product_product_87816_93da90b4,PT-23C29386-88/34,23C2938688202434,47.74,0.00
__export__.product_product_87826_e2093f91,PT-23A29607-32/40,23A2960732202440,47.74,0.00
__export__.product_product_87825_1fcbe2e7,PT-23A29607-32/38,23A2960732202438,47.74,0.00
__export__.product_product_87824_fb39ccca,PT-23A29607-32/36,23A2960732202436,47.74,0.00
__export__.product_product_87823_aba04cdb,PT-23A29607-32/34,23A2960732202434,47.74,0.00
__export__.product_product_87827_99fc5bad,PT-23A29607-32/33,23A2960732202433,47.74,0.00
__export__.product_product_87822_d7cb91ef,PT-23A29607-32/32,23A2960732202432,47.74,0.00
__export__.product_product_87821_3f4ace0e,PT-23A29607-32/30,23A2960732202430,47.74,0.00
__export__.product_product_87833_452f2ebc,PT-23A1516-6/40,23A15166202440,47.74,0.00
__export__.product_product_87832_a77b6612,PT-23A1516-6/38,23A15166202438,47.74,0.00
__export__.product_product_87831_87ea7b94,PT-23A1516-6/36,23A15166202436,47.74,0.00
__export__.product_product_87830_da6445d9,PT-23A1516-6/34,23A15166202434,47.74,0.00
__export__.product_product_87834_6aad9147,PT-23A1516-6/33,23A15166202433,47.74,0.00
__export__.product_product_87829_41a6e2dc,PT-23A1516-6/32,23A15166202432,47.74,0.00
__export__.product_product_87828_31509585,PT-23A1516-6/30,23A15166202430,47.74,0.00
__export__.product_product_86835_abd9e437,PT-23C29386-86/32,23C2938686202432,47.74,0.00
__export__.product_product_86834_3ce8ecaa,PT-23C29386-86/30,23C2938686202430,47.74,0.00
__export__.product_product_86840_5fd1ae26,PT-23C29386-86/33,23C2938686202433,47.74,0.00
__export__.product_product_87842_2b39e485,23A1516-6BC-2/60,23A1516620246042,304.26,0.00
__export__.product_product_87843_ca1c09c8,23A1516-6BC-2/62,23A1516620246244,304.26,0.00
__export__.product_product_87844_e9bb9128,23A1516-6BC-2/64,23A1516620246446,304.26,0.00
__export__.product_product_87845_4eb8604f,23A1516-6BC-2/66,23A1516620246648,304.26,0.00
__export__.product_product_87846_b543cd41,23A1516-6BC-2/68,23A1516620246850,304.26,0.00
__export__.product_product_87847_3ee94fe5,23A1516-6BC-2/70,23A1516620247052,304.26,0.00
__export__.product_product_87848_cbff7bdf,23C29386-86BC-2/62,23C293868620246244,304.26,0.00
__export__.product_product_87849_d260a4e5,23C29386-86BC-2/64,23C293868620246446,304.26,0.00
__export__.product_product_87850_d420a77d,23C29386-86BC-2/66,23C293868620246648,304.26,0.00
__export__.product_product_87851_e152a22c,23C29386-86BC-2/68,23C293868620246850,304.26,0.00
__export__.product_product_87852_d32958ab,23C29386-86BC-2/70,23C293868620247052,304.26,0.00
__export__.product_product_87853_5752419a,23A29607-32BC-2/46,23A2960732244628,260.78,0.00
__export__.product_product_87854_772143ce,23A29607-32BC-2/48,23A2960732244830,260.78,0.00
__export__.product_product_87855_60728a66,23A29607-32BC-2/50,23A2960732245032,260.78,0.00
__export__.product_product_87856_2e9e9945,23A29607-32BC-2/52,23A2960732245234,260.78,0.00
__export__.product_product_87857_d385054d,23A29607-32BC-2/54,23A2960732245436,260.78,0.00
__export__.product_product_87858_672b92ad,23A29607-32BC-2/56,23A2960732245638,260.78,0.00
__export__.product_product_87859_46e38755,23A29607-32BC-2/58,23A2960732245840,260.78,0.00
__export__.product_product_87860_85def374,23B11210-100BC-2/46,23B11210100244628,260.78,0.00
__export__.product_product_87861_c43395d5,23B11210-100BC-2/48,23B11210100244830,260.78,0.00
__export__.product_product_87862_201b995f,23B11210-100BC-2/50,23B11210100245032,260.78,0.00
__export__.product_product_87863_efff82a2,23B11210-100BC-2/52,23B11210100245234,260.78,0.00
__export__.product_product_87864_272379e9,23B11210-100BC-2/54,23B11210100245436,260.78,0.00
__export__.product_product_87865_19361910,23B11210-100BC-2/56,23B11210100245638,260.78,0.00
__export__.product_product_87866_7e60de0d,23B11210-100BC-2/58,23B11210100245840,260.78,0.00
__export__.product_product_87867_5eddf4a4,23C29118-16BC-2/46,23C2911816244628,260.78,0.00
__export__.product_product_87868_e33f5059,23C29118-16BC-2/48,23C2911816244830,260.78,0.00
__export__.product_product_87869_ba28de13,23C29118-16BC-2/50,23C2911816245032,260.78,0.00
__export__.product_product_87870_3901540a,23C29118-16BC-2/52,23C2911816245234,260.78,0.00
__export__.product_product_87871_6e0f3a1b,23C29118-16BC-2/54,23C2911816245436,260.78,0.00
__export__.product_product_87872_2c2fefa0,23C29118-16BC-2/56,23C2911816245638,260.78,0.00
__export__.product_product_87873_b980fa28,23C29118-16BC-2/58,23C2911816245840,260.78,0.00
__export__.product_product_87874_f8c8e9ed,23E2780-N-BC-2/46,23E2780N20244628,260.78,0.00
__export__.product_product_87875_49102610,23E2780-N-BC-2/48,23E2780N20244830,260.78,0.00
__export__.product_product_87876_6d52594e,23E2780-N-BC-2/50,23E2780N20245032,260.78,0.00
__export__.product_product_87877_11dad0f9,23E2780-N-BC-2/52,23E2780N20245234,260.78,0.00
__export__.product_product_87878_c7ec766a,23E2780-N-BC-2/54,23E2780N20245436,260.78,0.00
__export__.product_product_87879_3563cc80,23E2780-N-BC-2/56,23E2780N20245638,260.78,0.00
__export__.product_product_87880_84dc190f,23E2780-N-BC-2/58,23E2780N20245840,260.78,0.00
__export__.product_product_87881_9285a3b6,23E312010-8BC-2/46,23E3120108244628,243.39,0.00
__export__.product_product_87882_2aad6c8b,23E312010-8BC-2/48,23E3120108244830,243.39,0.00
__export__.product_product_87888_b0847779,23E3705-25BC-2/46,23E37052520244628,243.39,0.00
__export__.product_product_87889_dce54081,23E3705-25BC-2/48,23E37052520244830,243.39,0.00
__export__.product_product_87890_4f172662,23E3705-25BC-2/50,23E37052520245032,243.39,0.00
__export__.product_product_87891_e9cde7db,23E3705-25BC-2/52,23E37052520245234,243.39,0.00
__export__.product_product_87892_19f68a35,23E3705-25BC-2/54,23E37052520245436,243.39,0.00
__export__.product_product_87893_23a719ba,23E3705-25BC-2/56,23E37052520245638,243.39,0.00
__export__.product_product_87894_3ded82b8,23E3705-25BC-2/58,23E37052520245840,243.39,0.00
__export__.product_product_87895_9569c1ff,23E5296-4BC-2/46,23E5296420244628,260.78,0.00
__export__.product_product_87896_ac919b4b,23E5296-4BC-2/48,23E5296420244830,260.78,0.00
__export__.product_product_87897_69700d9f,23E5296-4BC-2/50,23E5296420245032,260.78,0.00
__export__.product_product_87898_8d21e203,23E5296-4BC-2/52,23E5296420245234,260.78,0.00
__export__.product_product_87899_05b0d249,23E5296-4BC-2/54,23E5296420245436,260.78,0.00
__export__.product_product_87900_509efdbc,23E5296-4BC-2/56,23E5296420245638,260.78,0.00
__export__.product_product_87901_f6362780,23E5296-4BC-2/58,23E5296420245840,260.78,0.00
__export__.product_product_87883_efbf1a5c,23E312010-8BC-2/50,23E3120108245032,243.39,0.00
__export__.product_product_87884_543c2e9d,23E312010-8BC-2/52,23E3120108245234,243.39,0.00
__export__.product_product_87885_9df5ae92,23E312010-8BC-2/54,23E3120108245436,243.39,0.00
__export__.product_product_87886_b4d2d285,23E312010-8BC-2/56,23E3120108245638,243.39,0.00
__export__.product_product_87887_c0117e05,23E312010-8BC-2/58,23E3120108245840,243.39,0.00
__export__.product_product_87904_52cdc549,016-ZOLEY-TOP/L,016ZOTP/OL,43.39,0.00
__export__.product_product_87903_9edaae26,016-ZOLEY-TOP/M,016ZOTP/OM,43.39,0.00
__export__.product_product_87906_57d78bb9,007-ZOLEY-TOP/L,007ZOTP/L,43.39,0.00
__export__.product_product_87908_bd7b373d,007-ZOLEY-PANT/L,007ZPAN/L,51.22,0.00
__export__.product_product_87911_09b67d72,003-ZOLEY-SH/XL,003ZOS/OXL,46.87,0.00
