External ID,Name,Product Type,Product Category,Sales Price,Cost,Can be Sold,Can be Purchased,is_storable,available_in_pos,Internal Reference,Barcode
product_template_car_chanel_bge,CARTERA CHANEL BEIGE,Goods,Sin Categoria,86.87,0.00,True,True,True,True,CAR-CHANEL-BGE,CAR-CHANEL-BGE
product_template_14038,M. GAFAS CHANEL VARIOS MODELOS,Goods,Sin Categoria,14.70,0.00,True,True,True,True,14038,14038
product_template_14040,M. GAFAS CHANEL VARIOS MODELOS,Goods,Sin Categoria,0.00,0.00,True,True,True,True,14040,14040
product_template_68009,M. GAFAS SAINT LAURENT VARIOS MODELOS,Goods,Sin Categoria,14.70,0.00,True,True,True,True,68009,68009
product_template_rw01n,M. GAFAS DIOR VARIOS MODELOS,Goods,Sin Categoria,14.70,0.00,True,True,True,True,RW01N,RW01N
product_template_36231,M. GAFAS CHANEL P/DAMA VARIOS MODELOS,Goods,Ropa / Mujeres,14.70,0.00,True,True,True,True,36231,36231
product_template_gem_givenchy_gold,GEMELOS GIVENCHY GOLD,Goods,Sin Categoria,130.35,0.00,True,True,True,True,GEM-GIVENCHY-GOLD,GEM-GIVENCHY-GOLD
product_template_gem_hublot_pl,GEMELOS HUBLOT PLATA,Goods,Sin Categoria,130.35,0.00,True,True,True,True,GEM-HUBLOT-PL,GEM-HUBLOT-PL
product_template_gem_hublot_gld,GEMELOS HUBLOT GOLD,Goods,Sin Categoria,130.35,0.00,True,True,True,True,GEM-HUBLOT-GLD,GEM-HUBLOT-GLD
product_template_gem_rolex_gold,GEMELOS ROLEX GOLD,Goods,Sin Categoria,130.35,0.00,True,True,True,True,GEM-ROLEX-GOLD,GEM-ROLEX-GOLD
product_template_gem_rolex_pl,GEMELOS ROLEX PLATA,Goods,Sin Categoria,130.35,0.00,True,True,True,True,GEM-ROLEX-PL,GEM-ROLEX-PL
product_template_pan_sky_lila,PANUELO PARA HOMBRE BEIGE,Goods,Sin Categoria,10.00,0.00,True,True,True,True,PAN-SKY LILA,PAN-SKY LILA
product_template_sl_084,H CORBATA P/CABALLERO NAVY LABRADO PUNTO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-084,SL-084
product_template_sl_083,H CORBATA P/CABALLERO NAVY LABRADO LINEA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-083,SL-083
product_template_sl_082,H CORBATA P/CABALLERO AZUL PUNTOS NEGROS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-082,SL-082
product_template_sl_081,H CORBATA P/CABALLERO AZUL ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-081,SL-081
product_template_sl_080,H CORBATA P/CABALLERO AZUL PUNTOS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-080,SL-080
product_template_sl_079,H CORBATA P/CABALLERO AZUL ZIGZAG DIAG,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-079,SL-079
product_template_sl_078,H CORBATA P/CABALLERO AZUL LINEA DIAG,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-078,SL-078
product_template_sl_077,H CORBATA P/CABALLERO BLACK LINEA-PUNTO BLANCO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-077,SL-077
product_template_sl_076,H CORBATA P/CABALLEROS BLACK LINEAS DIAG,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-076,SL-076
product_template_sl_075,H CORBATA P/CABALLERO GRIS LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-075,SL-075
product_template_sl_074,H CORBATA P/CABALLERO LILA LINEAS FINAS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-074,SL-074
product_template_sl_073,H CORBATA P/CABALLERO GREEN FOREST LINEAS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-073,SL-073
product_template_sl_072,H CORBATA P/CABALLERO GREEN LINEA DIAG,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-072,SL-072
product_template_sl_071,H CORBATA P/CABALLERO BEIGE LINEAS FINAS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-071,SL-071
product_template_sl_070,H CORBATA P/CABALLERO YELLOW LINEA DIAG,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-070,SL-070
product_template_sl_069,H CORBATA P/CABALLERO YELLOW CUADRO PEQ,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-069,SL-069
product_template_sl_068,H CORBATA P/CABALLERO PAL-ROS LINEA DIAG,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-068,SL-068
product_template_sl_067,H CORBATA P/CABALLERO ROJO LINEA DIAG RELIEVE,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-067,SL-067
product_template_sl_066,H CORBATA P/CABALLERO ROJA ZICZAC DIAGONAL,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-066,SL-066
product_template_sl_065,H CORBATA P/CABALLERO ROJO LINEAS BLANCAS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-065,SL-065
product_template_sl_064,H CORBATA P/CABALLERO VINO LINEA DIAGONAL,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-064,SL-064
product_template_sl_063,H CORBATA P/CBALLERO ROMBO ROJO LINEA NEGRA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-063,SL-063
product_template_sl_062,H CORBATA P/CABALLERO ROJO LINEAS NEGRAS-BLANCA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-062,SL-062
product_template_sl_061,H CORBATA P/CABALLERO VINO PUNTOS BLANCOS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-061,SL-061
product_template_sl_060,H CORBATA P/CABALLERO VINO LINEAS INCLINADAS FINAS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-060,SL-060
product_template_sl_059,H CORBATA P/CABALLERO VINO LABRADO PIEDRA PEQ,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-059,SL-059
product_template_sl_058,H CORBATA P/CABALLERO VINO ROMBO CUADRO MEDIANO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-058,SL-058
product_template_sl_057,H CORBATA P/CABALLERO VINO CUBOS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-057,SL-057
product_template_sl_056,H CORBATA P/CABALLEROS NAVY LABRADA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-056,SL-056
product_template_sl_055,H. CORBATA P/CABALLEROS NAVY LINEAS DIAGONALES,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-055,SL-055
product_template_sl_054,H. CORBATA P/CABALLEROS GRIS LINEAS DIAGONALES,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-054,SL-054
product_template_sl_053,H. CORBATA P/CABALLEROS LLANA ZANAHORIA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-053,SL-053
product_template_sl_052,H CORBATA P/CABALLEROS CALABAZA LINEAS CRUZ,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-052,SL-052
product_template_sl_051,H. CORBATA P/CABALLEROS LINEAS NEGRAS - CELESTES,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-051,SL-051
product_template_sl_015,H. CORBATA P/CABALLEROS AZUL LABRADO ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-015,SL-015
product_template_sl_029,H. CORBATA P/CABALLEROS ROSADO PUNTOS NEGROS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-029,SL-029
product_template_sl_014,H. CORBATA P/CABALLEROS VINO PUNTOS ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-014,SL-014
product_template_sl_027,H. CORBATA P/CABALLEROS BEIGE LABRADA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-027,SL-027
product_template_sl_035,H. CORBATA P/CABALLEROS NEGRO LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-035,SL-035
product_template_sl_026,H. CORBATA P/CABALLEROS AZUL LABRADA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-026,SL-026
product_template_sl_046,H. CORBATA P/CABALLEROS NEGRO LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-046,SL-046
product_template_sl_045,H. CORBATA P/CABALLEROS CELESTE APLIQUE CUADROS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-045,SL-045
product_template_sl_048,H. CORBATA P/CABALLEROS GRSI APLIQUE,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-048,SL-048
product_template_sl_049,H. CORBATA P/CABALLEROS VERDE LABRADA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-049,SL-049
product_template_sl_050,H. CORBATA P/CABALLEROS GRIS LABRADA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-050,SL-050
product_template_sl_038,H. CORBATA P/CABALLEROS VINO LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-038,SL-038
product_template_sl_039,H. CORBATA P/CABALLEROS AMARILLO OSCURO LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-039,SL-039
product_template_sl_042,H. CORBATA P/CABALLEROS NEGRO APLIQUES ROJOS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-042,SL-042
product_template_sl_036,H. CORBATA P/CABALLEROS NEGRO LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-036,SL-036
product_template_sl_037,H. CORBATA P/CABALLEROS AMARILLO LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-037,SL-037
product_template_sl_034,H. CORBATA P/CABALLEROS NEGRO PUNTOS BLANCO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-034,SL-034
product_template_sl_041,H. CORBATA P/CABALLEROS AZUL LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-041,SL-041
product_template_sl_040,H. CORBATA P/CABALLEROS PERLA LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-040,SL-040
product_template_sl_047,H. CORBATA P/CABALLEROS LILA LABRADA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-047,SL-047
product_template_sl_044,H. CORBATA P/CABALLEROS VINO APLIQUE CUADROS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-044,SL-044
product_template_sl_043,H. CORBATA P/CABALLEROS BLANCO PUNTOS NEGROS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-043,SL-043
product_template_sl_011,H. CORBATA P/CABALLEROS NEGRA LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-011,SL-011
product_template_sl_028,H. CORBATA P/CABALLEROS LILA LABRADA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-028,SL-028
product_template_sl_032,H. CORBATA P/CABALLEROS BLANCA PUNTOS ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-032,SL-032
product_template_sl_033,H. CORBATA P/CABALLEROS SALMON,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-033,SL-033
product_template_sl_019,H. CORBATA P/CABALLEROS AMARILLO PUNTOS ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-019,SL-019
product_template_sl_022,H. CORBATA P/CABALLEROS CELESTE PUNTO ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-022,SL-022
product_template_sl_031,H. CORBATA P/CABALLEROS NEGRA LABRADA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-031,SL-031
product_template_sl_013,H. CORBATA P/CABALLEROS VINO LABRADA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-013,SL-013
product_template_sl_012,H. CORBATA P/CABALLEROS AZUL MARINO LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-012,SL-012
product_template_sl_016,H. CORBATA P/CABALLEROS NEGRA PUNTOS ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-016,SL-016
product_template_sl_025,H. CORBATA P/CABALLEROS MORADA LABRADA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-025,SL-025
product_template_sl_030,H. CORBATA P/CABALLEROS NARANJA LLANA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-030,SL-030
product_template_sl_020,H. CORBATA P/CABALLEROS GRIS PUNTOS ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-020,SL-020
product_template_sl_021,H. CORBATA P/CABALLEROS ROSA PUNTOS ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-021,SL-021
product_template_sl_017,H. CORBATA P/CABALLEROS ROJA PUNTOS ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-017,SL-017
product_template_sl_018,H. CORBATA P/CABALLEROS VINO PUNTOS ROMBO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-018,SL-018
product_template_sl_023,H. CORBATA P/CABALLEROS NEGRA LABRADA PUNTO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-023,SL-023
product_template_sl_024,H. CORBATA P/CABALLEROS GRIS LABRADA PUNTOS,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-024,SL-024
product_template_sl_008,H. CORBATA P/CABALLEROS LINEAS VERDES - CELESTES,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-008,SL-008
product_template_sl_009,H. CORBATA P/CABALLEROS AZUL MARINO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-009,SL-009
product_template_sl_010,H. CORBATA P/CABALLEROS AMARILLA LABRADO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-010,SL-010
product_template_sl_001,H. CORBATA P/CABALLEROS DORADA DISEÑO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-001,SL-001
product_template_sl_005,H. CORBATA P/CABALLEROS DORADO OSCURO DISEÑO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-005,SL-005
product_template_sl_002,H. CORBATA P/CABALLEROS CELESTE DISEÑO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-002,SL-002
product_template_sl_003,H. CORBATA P/CABALLEROS NEGRA,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-003,SL-003
product_template_sl_004,H. CORBATA P/CABALLEROS VINO,Goods,Ropa / Hombres / Corbatas,21.65,0.00,True,True,True,True,SL-004,SL-004
product_template_pin_a01_arn,PIN ACCESORIO P/CABALLEROS ARENA,Goods,Sin Categoria,6.00,0.00,True,True,True,True,PIN-A01-ARN,PIN-A01-ARN
product_template_pin_a01_bge,PIN ACCESORIO P/CABALLEROS BEIGE,Goods,Sin Categoria,6.00,0.00,True,True,True,True,PIN-A01-BGE,PIN-A01-BGE
product_template_5010,CONJUNTO BRAZZIER - INT,Goods,Sin Categoria,44.26,0.00,True,True,True,True,5010,5010
product_template_finebluerefl_500w,REFLECTOR SOLAR DE 500W - 6000 - 6500K,Goods,Sin Categoria,85.00,0.00,True,True,True,False,FINEBLUEREFL-500W,FINEBLUEREFL-500W
product_template_car_lana_bge,CARTERA LANA BEIGE,Goods,Sin Categoria,55.57,0.00,True,True,True,True,CAR-LANA-BGE,CAR-LANA-BGE
product_template_jgo_ar_cad,JUEGO ARETE Y CADENA VARIOS MODELOS,Goods,Ropa / Mujeres / Accesorios,17.30,0.00,True,True,True,True,JGO-AR-CAD,JGO-AR-CAD
product_template_gaf_68009_ysl,GAFAS YSL,Goods,Sin Categoria,15.66,0.00,True,True,True,True,GAF-68009-YSL,GAF-68009-YSL
product_template_gaf_9861_cha,GAFAS CHANEL PLASTICA VARIOS,Goods,Sin Categoria,14.70,0.00,True,True,True,True,GAF-9861-CHA,GAF9861CHA
product_template_gaf_6047_cha,GAFAS CHANEL VARIOS,Goods,Sin Categoria,14.70,0.00,True,True,True,True,GAF-6047-CHA,GAF6047CHA
product_template_gaf_m9146_vers,GAFAS VERSAGE VARIOS,Goods,Sin Categoria,14.70,0.00,True,True,True,True,GAF-M9146-VERS,GAFM9146VERS
product_template_bat_12v_250ah,BATERIAS 12V GEL 250AH FELICITY,Goods,Sin Categoria,400.00,0.00,True,True,True,False,BAT-12v-250AH,BAT-12v-250AH
product_template_c_cuero_barona_cof,H. CORREA CUERO GENUINO P/CABALLERO BARONA,Goods,Ropa / Hombres / Cinturones,130.35,0.00,True,True,True,True,C/CUERO-BARONA-COF,C/CUEROBARONACOF
product_template_correa_ca_lisa,CORREAS CINT CUE BR #35 CAFE LISO,Goods,Ropa / Hombres / Cinturones,24.35,0.00,True,True,True,True,CORREA-CA-LISA,CORREA-CA-LISA
product_template_correa_ta_lisa,CORREAS CINT CUE BR #35 TAN LISO,Goods,Ropa / Hombres / Cinturones,24.35,0.00,True,True,True,True,CORREA-TA-LISA,CORREA-TA-LISA
product_template_pin_a01_pur,PIN ACCESORIO P/CABALLEROS PURPURA,Goods,Sin Categoria,6.00,0.00,True,True,True,True,PIN-A01-PUR,PIN-A01-PUR
product_template_cebat_7568,BATERIA SELLADA 12V - 4AH,Goods,Sin Categoria,8.00,0.00,True,True,True,False,CEBAT-7568,CEBAT-7568
product_template_pin_a01_cof,PIN ACCESORIO P/CABALLEROS COFFE,Goods,Sin Categoria,6.00,0.00,True,True,True,True,PIN-A01-COF,PIN-A01-COF
product_template_pin_a01_mo,PIN ACCESORIO P/CABALLEROS MORADO,Goods,Sin Categoria,6.00,0.00,True,True,True,True,PIN-A01-MO,PI-A01-MO
product_template_23549_gaf_fendi,M. GAFAS P/DAMA FENDI,Goods,Ropa / Mujeres,14.70,0.00,True,True,True,True,23549-GAF-FENDI,23549-GAF-FENDI
product_template_bra_25,BRAZALETE P/DAMAS VARIOS MODELOS,Goods,Ropa / Mujeres / Accesorios,17.30,0.00,True,True,True,True,BRA-25,BRA-25
product_template_ar_25,ARETES P/DAMA V. MODELOS,Goods,Ropa / Mujeres / Accesorios,14.70,0.00,True,True,True,True,AR-25,AR-25
product_template_ar_06,M. ARETES P/DAMA VARIOS MODELOS,Goods,Ropa / Mujeres / Accesorios,9.48,0.00,True,True,True,True,AR-06,AR-06
product_template_ar_001,ARETES VARIOS MODELOS,Goods,Ropa / Mujeres / Accesorios,15.21,0.00,True,True,True,True,AR-001,AR-001
product_template_ar_002,ARETES VARIOS MODELOS,Goods,Ropa / Mujeres / Accesorios,10.87,0.00,True,True,True,True,AR-002,AR-002
product_template_car_coach_bge,CARTERA COACH BEIGE,Goods,Sin Categoria,50.35,0.00,True,True,True,True,CAR-COACH-BGE,CAR-COACH-BGE
product_template_car_coach_kha,CARTERA COACH KHAKI,Goods,Sin Categoria,62.52,0.00,True,True,True,True,CAR-COACH-KHA,CAR-COACH-KHA
product_template_car_sm_bge,CARTERA STEVEN MADDEN BEIGE,Goods,Sin Categoria,50.35,0.00,True,True,True,True,CAR-SM-BGE,CAR-SM-BGE
product_template_car_guess_kha,CARTERA GUESS KHAKI,Goods,Sin Categoria,55.57,0.00,True,True,True,True,CAR-GUESS-KHA,CAR-GUESS-KHA
product_template_pan_celes,PAÑUELO CELESTE,Goods,Sin Categoria,10.00,0.00,True,True,True,True,PAN-CELES,PAN-CELES
product_template_pin_flor_var,PIN DE FLORES VARIOS COLORES,Goods,Sin Categoria,6.00,0.00,True,True,True,True,PIN-FLOR-VAR,PIN-FLOR-VAR
product_template_142828,CINTA ADHESIVA DOBLE FAST,Goods,Sin Categoria,2.17,0.00,True,True,True,False,142828,142828
product_template_142107,CINTA 3M NEGRA,Goods,Sin Categoria,0.87,0.00,True,True,True,False,142107,142107
product_template_142106,CINTA 110V - 3000K DE 10 MTS P/ROLLO,Goods,Sin Categoria,6.85,0.00,True,True,True,False,142106,142106
product_template_pul_ap_mtl,PULSERA METAL AAUDEMARS PIGUET,Goods,Sin Categoria,34.70,0.00,True,True,True,True,PUL-AP-MTL,PUL-AP-MTL
product_template_pul_mont_blanc_mtl,PULSERA MONT BLANC METAL,Goods,Sin Categoria,34.70,0.00,True,True,True,True,PUL-MONT BLANC-MTL,PUL-MONT BLANC-MTL
product_template_pul_mtl_var,PULSERA METAL MALLA VA MODELOS,Goods,Sin Categoria,34.70,0.00,True,True,True,True,PUL-MTL-VAR,PUL-MTL-VAR
product_template_pul_prada_trz,PULSERA PRADA TRENZA,Goods,Sin Categoria,34.70,0.00,True,True,True,True,PUL-PRADA-TRZ,PUL-PRADA-TRZ
product_template_pul_mont_blanc_trz,PULSERA MONT BLANC TRENZA,Goods,Sin Categoria,34.70,0.00,True,True,True,True,PUL-MONT BLANC-TRZ,PUL-MONT BLANC--TRZ
product_template_pul_mont_blanc_dtrz,PULSERA DOBLE TRENZA MONT BLANC,Goods,Sin Categoria,34.70,0.00,True,True,True,True,PUL-MONT BLANC-DTRZ,PUL-MONT BLANC-DTRZ
product_template_pul_rolex_cra,PULSERA CORREA ROLEX,Goods,Sin Categoria,34.70,0.00,True,True,True,True,PUL-ROLEX-CRA,PUL-ROLEX-CRA
product_template_gem_mont_blanc_pl,GEMELOS MONT BLANC PLATA,Goods,Sin Categoria,130.35,0.00,True,True,True,True,GEM-MONT BLANC-PL,GEM-MONT BLANC-PL
product_template_gem_mont_blanc_gold,GEMELOS MONT BLANC GOLD,Goods,Sin Categoria,130.35,0.00,True,True,True,True,GEM-MONT BLANC-GOLD,GEM-MONT BLANC-GOLD
product_template_gem_mont_blanc_ors,GEMELOS MONT BLANC ORO ROSA,Goods,Sin Categoria,130.35,0.00,True,True,True,True,GEM-MONT BLANC-ORS,GEM-MONT BLANC-ORS
product_template_58010_gaf_bur,M. GAFAS P/DAMA BURBERRY,Goods,Ropa / Mujeres,13.83,0.00,True,True,True,True,58010-GAF-BUR,58010GAFBU
product_template_6059_gaf_di,M. GAFAS P/DAMA DIOR,Goods,Ropa / Mujeres,14.70,0.00,True,True,True,True,6059-GAF-DI,6059-GAF-DI
product_template_gg2601s_gaf_gucci,M. GAFAS P/DAMA GUCCI,Goods,Ropa / Mujeres,13.83,0.00,True,True,True,True,GG2601S-GAF-GUCCI,GG2601S-GAF
product_template_suspender_men_dis_azl,SUSPENDER FOR MEN DISEÑO,Goods,Ropa / Hombres / Cinturones,21.65,0.00,True,True,True,True,SUSPENDER-MEN-DIS/AZL,SUSPENDERMENDIS/AZL
product_template_suspender_men_dis_rdaz,SUSPENDER FOR MEN DISEÑO,Goods,Ropa / Hombres / Cinturones,21.65,0.00,True,True,True,True,SUSPENDER-MEN-DIS/RDAZ,SUSPENDERMENDI/RDAZ
product_template_suspender_men_dis_blk,SUSPENDER FOR MEN DISEÑO,Goods,Ropa / Hombres / Cinturones,21.65,0.00,True,True,True,True,SUSPENDER-MEN-DIS/BLK,SUSPENDERMENDIS/BLK
product_template_mues_001,MUESTRAS TEXTILES,Goods,Sin Categoria,1.00,0.00,True,True,True,False,MUES-001,MUES-001
product_template_mebl_02,MESA BLANCA P/CAMISAS PEQUEÑA,Goods,Ropa / Hombres / Camisas,75.00,0.00,True,True,True,False,MEBL-02,MEBL-02
product_template_mebl_01,MESA BLANCA P/CAMISAS GRANDE,Goods,Ropa / Hombres / Camisas,100.00,0.00,True,True,True,False,MEBL-01,MEBL-01
product_template_cha_milano_beige_4xl,CHALECO MILANO BEIGE,Goods,Ropa / Mujeres / Blusas,58.17,0.00,True,True,True,True,CHA-MILANO BEIGE-4XL,CHA-MILANO BEIGE-4XL
product_template_pant_milano_beige_4xl,PANTALON ELEGANTE MILANO BEIGE,Goods,Ropa / Mujeres / Pantalones,71.22,0.00,True,True,True,True,PANT-MILANO BEIGE-4XL,PANT-MILANO BEIGE-4XL
